flower_photos\dandelion\10200780773_c6051a7d71_n.jpg	dandelion	training
flower_photos\dandelion\10294487385_92a0676c7d_m.jpg	dandelion	training
flower_photos\dandelion\10437652486_aa86c14985.jpg	dandelion	training
flower_photos\dandelion\10477378514_9ffbcec4cf_m.jpg	dandelion	training
flower_photos\dandelion\10486992895_20b344ce2d_n.jpg	dandelion	validation
flower_photos\dandelion\10617162044_8740d4dd9f_n.jpg	dandelion	testing
flower_photos\dandelion\10617191174_9a01753241_n.jpg	dandelion	testing
flower_photos\dandelion\10683189_bd6e371b97.jpg	dandelion	testing
flower_photos\dandelion\1074999133_1e4a1e042e.jpg	dandelion	testing
flower_photos\dandelion\10777398353_5a20bb218c.jpg	dandelion	testing
flower_photos\dandelion\10778387133_9141024b10.jpg	dandelion	testing
flower_photos\dandelion\10779476016_9130714dc0.jpg	dandelion	testing
flower_photos\dandelion\10828951106_c3cd47983f.jpg	dandelion	testing
flower_photos\dandelion\10919961_0af657c4e8.jpg	dandelion	testing
flower_photos\dandelion\10946896405_81d2d50941_m.jpg	dandelion	testing
flower_photos\dandelion\11124381625_24b17662bd_n.jpg	dandelion	testing
flower_photos\dandelion\1128626197_3f52424215_n.jpg	dandelion	testing
flower_photos\dandelion\11296320473_1d9261ddcb.jpg	dandelion	testing
flower_photos\dandelion\11405573_24a8a838cc_n.jpg	dandelion	testing
flower_photos\dandelion\11768468623_9399b5111b_n.jpg	dandelion	testing
flower_photos\dandelion\11775820493_10fedf4bff_n.jpg	dandelion	testing
flower_photos\dandelion\1193386857_3ae53574f2_m.jpg	dandelion	testing
flower_photos\dandelion\1195255751_d58b3d3076.jpg	dandelion	testing
flower_photos\dandelion\1273326361_b90ea56d0d_m.jpg	dandelion	testing
flower_photos\dandelion\129019877_8eea2978ca_m.jpg	dandelion	testing
flower_photos\dandelion\1297972485_33266a18d9.jpg	dandelion	testing
flower_photos\dandelion\12998979765_3de89e7195_n.jpg	dandelion	testing
flower_photos\dandelion\130733200_fbe28eea19.jpg	dandelion	testing
flower_photos\dandelion\13290033_ebd7c7abba_n.jpg	dandelion	testing
flower_photos\dandelion\13331969914_890082d898_n.jpg	dandelion	testing
flower_photos\dandelion\13471273823_4800ca8eec.jpg	dandelion	testing
flower_photos\dandelion\13560152823_9da5e48c87_m.jpg	dandelion	testing
flower_photos\dandelion\136011860_44ca0b2835_n.jpg	dandelion	testing
flower_photos\dandelion\13651218133_b6eb8e7ed2_m.jpg	dandelion	testing
flower_photos\dandelion\13652698934_d258a6ee8c.jpg	dandelion	testing
flower_photos\dandelion\13675534854_03caf51644_m.jpg	dandelion	testing
flower_photos\dandelion\136999986_e410a68efb_n.jpg	dandelion	testing
flower_photos\dandelion\13734221225_0e04edc6b6.jpg	dandelion	testing
flower_photos\dandelion\13807932364_673b7f1c1c_n.jpg	dandelion	testing
flower_photos\dandelion\138132145_782763b84f_m.jpg	dandelion	testing
flower_photos\dandelion\138166590_47c6cb9dd0.jpg	dandelion	testing
flower_photos\dandelion\1386449001_5d6da6bde6.jpg	dandelion	testing
flower_photos\dandelion\13887031789_97437f246b.jpg	dandelion	testing
flower_photos\dandelion\13897156242_dca5d93075_m.jpg	dandelion	testing
flower_photos\dandelion\13910677675_4900fa3dbf_n.jpg	dandelion	testing
flower_photos\dandelion\139124974_9e3ba69f6c.jpg	dandelion	testing
flower_photos\dandelion\13916196427_50a611008f.jpg	dandelion	testing
flower_photos\dandelion\13920113_f03e867ea7_m.jpg	dandelion	testing
flower_photos\dandelion\13942846777_5571a6b0a1_n.jpg	dandelion	testing
flower_photos\dandelion\13946048982_4e6ec56987.jpg	dandelion	testing
flower_photos\dandelion\13967344688_aa629dcdee_n.jpg	dandelion	testing
flower_photos\dandelion\14002252932_64d5cbdac7.jpg	dandelion	testing
flower_photos\dandelion\14003401241_543535b385.jpg	dandelion	testing
flower_photos\dandelion\14021281124_89cc388eac_n.jpg	dandelion	testing
flower_photos\dandelion\14048849371_ec9dbafaeb_m.jpg	dandelion	testing
flower_photos\dandelion\14053173516_a00150a919_m.jpg	dandelion	testing
flower_photos\dandelion\14053397367_75cba846eb_n.jpg	dandelion	testing
flower_photos\dandelion\14060367700_fe87e99b6a_m.jpg	dandelion	testing
flower_photos\dandelion\14065420729_9b388bf7cb_m.jpg	dandelion	testing
flower_photos\dandelion\14070457521_8eb41f65fa.jpg	dandelion	testing
flower_photos\dandelion\14070463051_86ab57ab36.jpg	dandelion	testing
flower_photos\dandelion\14076873230_d0bd53b220.jpg	dandelion	testing
flower_photos\dandelion\14084345111_8a4cb05a31.jpg	dandelion	testing
flower_photos\dandelion\14093744313_b66bc95072.jpg	dandelion	testing
flower_photos\dandelion\14093789753_f0f1acdb57.jpg	dandelion	testing
flower_photos\dandelion\140951103_69847c0b7c.jpg	dandelion	testing
flower_photos\dandelion\14126515096_1134fae695.jpg	dandelion	testing
flower_photos\dandelion\14128835667_b6a916222c.jpg	dandelion	testing
flower_photos\dandelion\14128839257_23def53028.jpg	dandelion	testing
flower_photos\dandelion\141340262_ca2e576490.jpg	dandelion	testing
flower_photos\dandelion\1413979148_b40d63db90_m.jpg	dandelion	testing
flower_photos\dandelion\14164392167_650946a169_n.jpg	dandelion	testing
flower_photos\dandelion\141652526_2be95f21c3_n.jpg	dandelion	testing
flower_photos\dandelion\14171812905_8b81d50eb9_n.jpg	dandelion	testing
flower_photos\dandelion\14185089716_2a48298d17.jpg	dandelion	testing
flower_photos\dandelion\14199664556_188b37e51e.jpg	dandelion	testing
flower_photos\dandelion\14200639491_2a4611916d_n.jpg	dandelion	testing
flower_photos\dandelion\14211880544_5d1f9d5aa8_n.jpg	dandelion	testing
flower_photos\dandelion\142390525_5d81a3659d_m.jpg	dandelion	testing
flower_photos\dandelion\1426682852_e62169221f_m.jpg	dandelion	testing
flower_photos\dandelion\14278605962_d3cce5522f.jpg	dandelion	testing
flower_photos\dandelion\142813254_20a7fd5fb6_n.jpg	dandelion	testing
flower_photos\dandelion\14283011_3e7452c5b2_n.jpg	dandelion	testing
flower_photos\dandelion\14292205986_da230467ef.jpg	dandelion	testing
flower_photos\dandelion\14306875733_61d71c64c0_n.jpg	dandelion	testing
flower_photos\dandelion\14313509432_6f2343d6c8_m.jpg	dandelion	testing
flower_photos\dandelion\14335561523_f847f2f4f1.jpg	dandelion	testing
flower_photos\dandelion\14368895004_c486a29c1e_n.jpg	dandelion	testing
flower_photos\dandelion\14376454225_a1de336c5b.jpg	dandelion	testing
flower_photos\dandelion\14396023703_11c5dd35a9.jpg	dandelion	testing
flower_photos\dandelion\144040769_c5b805f868.jpg	dandelion	testing
flower_photos\dandelion\14404468648_37903d7025_m.jpg	dandelion	testing
flower_photos\dandelion\1443259657_2704fab26e_n.jpg	dandelion	testing
flower_photos\dandelion\14455605089_8bbfb41cd7_n.jpg	dandelion	testing
flower_photos\dandelion\14457225751_645a3784fd_n.jpg	dandelion	testing
flower_photos\dandelion\14469481104_d0e29f7ffd.jpg	dandelion	testing
flower_photos\dandelion\145173479_7d04346c20.jpg	dandelion	testing
